service_id,date,exception_type,exception_note,schedule_type
62112,20190901,1,Coronado Ferry SUN-THU,WD
69615-0000001-0,20190901,1,FINAL,SU
69613-0000001-0,20190901,1,FINAL,SU
6961325-0000001-25,20190901,1,FINAL 904 Summer,SU
69690-0000001-0,20190901,1,PRODUCTION,SU
69683-0000001-0,20190901,1,Schedule #112,SU
962112,20190902,1,Coronado Ferry Commuter Trips,WD
62112,20190902,1,Coronado Ferry SUN-THU,WD
69709-0000001-0,20190902,1,FINAL,ERRdow
69708-0000001-0,20190902,1,FINAL,ERRdow
6970825-0000001-25,20190902,1,FINAL 904 Summer,ERRdow
69692-0000001-0,20190902,1,PRODUCTION - SUNDAY HOLIDAY,ERRdow
69683-0000001-0,20190902,1,Schedule #112,SU
62112,20190903,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20190903,1,FINAL,WD
69607-1111100-0,20190903,1,FINAL,WD
69612-1111100-0,20190903,1,FINAL,WD
69609-1111100-0,20190903,1,FINAL,WD
69616-1111100-0,20190903,1,FINAL,WD
69617-1111100-0,20190903,1,FINAL,WD
6960827-1111100-27,20190903,1,FINAL Grossmont College,WD
6960931-1111100-31,20190903,1,FINAL High Tech High School,WD
696177-1111100-7,20190903,1,FINAL Rural 888,WD
6960929-1111100-29,20190903,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20190903,1,FINAL Southwestern College,WD
69687-1111100-0,20190903,1,PRODUCTION,WD
6968715-1111100-15,20190903,1,PRODUCTION SD Mesa College,WD
69681-1111100-0,20190903,1,Schedule #112,WD
962112,20190904,1,Coronado Ferry Commuter Trips,WD
62112,20190904,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20190904,1,FINAL,WD
69607-1111100-0,20190904,1,FINAL,WD
69612-1111100-0,20190904,1,FINAL,WD
69609-1111100-0,20190904,1,FINAL,WD
69616-1111100-0,20190904,1,FINAL,WD
69617-1111100-0,20190904,1,FINAL,WD
6960827-1111100-27,20190904,1,FINAL Grossmont College,WD
6960931-1111100-31,20190904,1,FINAL High Tech High School,WD
6960929-1111100-29,20190904,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20190904,1,FINAL Southwestern College,WD
69687-1111100-0,20190904,1,PRODUCTION,WD
6968715-1111100-15,20190904,1,PRODUCTION SD Mesa College,WD
69681-1111100-0,20190904,1,Schedule #112,WD
962112,20190905,1,Coronado Ferry Commuter Trips,WD
62112,20190905,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20190905,1,FINAL,WD
69607-1111100-0,20190905,1,FINAL,WD
69612-1111100-0,20190905,1,FINAL,WD
69609-1111100-0,20190905,1,FINAL,WD
69616-1111100-0,20190905,1,FINAL,WD
69617-1111100-0,20190905,1,FINAL,WD
6960827-1111100-27,20190905,1,FINAL Grossmont College,WD
6960931-1111100-31,20190905,1,FINAL High Tech High School,WD
6961711-1111100-11,20190905,1,FINAL Rural 892,WD
6960929-1111100-29,20190905,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20190905,1,FINAL Southwestern College,WD
69687-1111100-0,20190905,1,PRODUCTION,WD
6968715-1111100-15,20190905,1,PRODUCTION SD Mesa College,WD
69681-1111100-0,20190905,1,Schedule #112,WD
962112,20190906,1,Coronado Ferry Commuter Trips,WD
62113,20190906,1,Coronado Ferry FRI-SAT,WD
69608-1111100-0,20190906,1,FINAL,WD
69607-1111100-0,20190906,1,FINAL,WD
69612-1111100-0,20190906,1,FINAL,WD
69609-1111100-0,20190906,1,FINAL,WD
69616-1111100-0,20190906,1,FINAL,WD
69617-1111100-0,20190906,1,FINAL,WD
6960827-1111100-27,20190906,1,FINAL Grossmont College,WD
6960931-1111100-31,20190906,1,FINAL High Tech High School,WD
696177-1111100-7,20190906,1,FINAL Rural 888,WD
696179-1111100-9,20190906,1,FINAL Rural 891,WD
6960929-1111100-29,20190906,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20190906,1,FINAL Southwestern College,WD
69687-1111100-0,20190906,1,PRODUCTION,WD
6968715-1111100-15,20190906,1,PRODUCTION SD Mesa College,WD
69681-1111100-0,20190906,1,Schedule #112,WD
62113,20190907,1,Coronado Ferry FRI-SAT,WD
69610-0000010-0,20190907,1,FINAL,SA
69614-0000010-0,20190907,1,FINAL,SA
69611-0000010-0,20190907,1,FINAL,SA
69689-0000010-0,20190907,1,PRODUCTION,SA
69682-0000010-0,20190907,1,Schedule #112,SA
62112,20190908,1,Coronado Ferry SUN-THU,WD
69615-0000001-0,20190908,1,FINAL,SU
69613-0000001-0,20190908,1,FINAL,SU
69690-0000001-0,20190908,1,PRODUCTION,SU
69683-0000001-0,20190908,1,Schedule #112,SU
962112,20190909,1,Coronado Ferry Commuter Trips,WD
62112,20190909,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20190909,1,FINAL,WD
69607-1111100-0,20190909,1,FINAL,WD
69612-1111100-0,20190909,1,FINAL,WD
69609-1111100-0,20190909,1,FINAL,WD
69616-1111100-0,20190909,1,FINAL,WD
69617-1111100-0,20190909,1,FINAL,WD
6960827-1111100-27,20190909,1,FINAL Grossmont College,WD
6960931-1111100-31,20190909,1,FINAL High Tech High School,WD
696177-1111100-7,20190909,1,FINAL Rural 888,WD
6960929-1111100-29,20190909,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20190909,1,FINAL Southwestern College,WD
69687-1111100-0,20190909,1,PRODUCTION,WD
6968715-1111100-15,20190909,1,PRODUCTION SD Mesa College,WD
69681-1111100-0,20190909,1,Schedule #112,WD
962112,20190910,1,Coronado Ferry Commuter Trips,WD
62112,20190910,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20190910,1,FINAL,WD
69607-1111100-0,20190910,1,FINAL,WD
69612-1111100-0,20190910,1,FINAL,WD
69609-1111100-0,20190910,1,FINAL,WD
69616-1111100-0,20190910,1,FINAL,WD
69617-1111100-0,20190910,1,FINAL,WD
6960827-1111100-27,20190910,1,FINAL Grossmont College,WD
6960931-1111100-31,20190910,1,FINAL High Tech High School,WD
6960929-1111100-29,20190910,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20190910,1,FINAL Southwestern College,WD
69687-1111100-0,20190910,1,PRODUCTION,WD
6968715-1111100-15,20190910,1,PRODUCTION SD Mesa College,WD
69681-1111100-0,20190910,1,Schedule #112,WD
962112,20190911,1,Coronado Ferry Commuter Trips,WD
62112,20190911,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20190911,1,FINAL,WD
69607-1111100-0,20190911,1,FINAL,WD
69612-1111100-0,20190911,1,FINAL,WD
69609-1111100-0,20190911,1,FINAL,WD
69616-1111100-0,20190911,1,FINAL,WD
69617-1111100-0,20190911,1,FINAL,WD
6960827-1111100-27,20190911,1,FINAL Grossmont College,WD
6960931-1111100-31,20190911,1,FINAL High Tech High School,WD
6960929-1111100-29,20190911,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20190911,1,FINAL Southwestern College,WD
69687-1111100-0,20190911,1,PRODUCTION,WD
6968715-1111100-15,20190911,1,PRODUCTION SD Mesa College,WD
69681-1111100-0,20190911,1,Schedule #112,WD
962112,20190912,1,Coronado Ferry Commuter Trips,WD
62112,20190912,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20190912,1,FINAL,WD
69607-1111100-0,20190912,1,FINAL,WD
69612-1111100-0,20190912,1,FINAL,WD
69609-1111100-0,20190912,1,FINAL,WD
69616-1111100-0,20190912,1,FINAL,WD
69617-1111100-0,20190912,1,FINAL,WD
6960827-1111100-27,20190912,1,FINAL Grossmont College,WD
6960931-1111100-31,20190912,1,FINAL High Tech High School,WD
6961711-1111100-11,20190912,1,FINAL Rural 892,WD
6960929-1111100-29,20190912,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20190912,1,FINAL Southwestern College,WD
69687-1111100-0,20190912,1,PRODUCTION,WD
6968715-1111100-15,20190912,1,PRODUCTION SD Mesa College,WD
69681-1111100-0,20190912,1,Schedule #112,WD
962112,20190913,1,Coronado Ferry Commuter Trips,WD
62113,20190913,1,Coronado Ferry FRI-SAT,WD
69608-1111100-0,20190913,1,FINAL,WD
69607-1111100-0,20190913,1,FINAL,WD
69612-1111100-0,20190913,1,FINAL,WD
69609-1111100-0,20190913,1,FINAL,WD
69616-1111100-0,20190913,1,FINAL,WD
69617-1111100-0,20190913,1,FINAL,WD
6960827-1111100-27,20190913,1,FINAL Grossmont College,WD
6960931-1111100-31,20190913,1,FINAL High Tech High School,WD
696177-1111100-7,20190913,1,FINAL Rural 888,WD
696179-1111100-9,20190913,1,FINAL Rural 891,WD
6960929-1111100-29,20190913,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20190913,1,FINAL Southwestern College,WD
69687-1111100-0,20190913,1,PRODUCTION,WD
6968715-1111100-15,20190913,1,PRODUCTION SD Mesa College,WD
69681-1111100-0,20190913,1,Schedule #112,WD
62113,20190914,1,Coronado Ferry FRI-SAT,WD
69610-0000010-0,20190914,1,FINAL,SA
69614-0000010-0,20190914,1,FINAL,SA
69611-0000010-0,20190914,1,FINAL,SA
69689-0000010-0,20190914,1,PRODUCTION,SA
69682-0000010-0,20190914,1,Schedule #112,SA
62112,20190915,1,Coronado Ferry SUN-THU,WD
69615-0000001-0,20190915,1,FINAL,SU
69613-0000001-0,20190915,1,FINAL,SU
69690-0000001-0,20190915,1,PRODUCTION,SU
69683-0000001-0,20190915,1,Schedule #112,SU
69619-1111100-0,20190916,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20190916,1,Coronado Ferry Commuter Trips,WD
62112,20190916,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20190916,1,FINAL,WD
69607-1111100-0,20190916,1,FINAL,WD
69612-1111100-0,20190916,1,FINAL,WD
69609-1111100-0,20190916,1,FINAL,WD
69616-1111100-0,20190916,1,FINAL,WD
69617-1111100-0,20190916,1,FINAL,WD
6960827-1111100-27,20190916,1,FINAL Grossmont College,WD
6960931-1111100-31,20190916,1,FINAL High Tech High School,WD
696177-1111100-7,20190916,1,FINAL Rural 888,WD
6960929-1111100-29,20190916,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20190916,1,FINAL Southwestern College,WD
69687-1111100-0,20190916,1,PRODUCTION,WD
6968715-1111100-15,20190916,1,PRODUCTION SD Mesa College,WD
69619-1111100-0,20190917,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20190917,1,Coronado Ferry Commuter Trips,WD
62112,20190917,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20190917,1,FINAL,WD
69607-1111100-0,20190917,1,FINAL,WD
69612-1111100-0,20190917,1,FINAL,WD
69609-1111100-0,20190917,1,FINAL,WD
69616-1111100-0,20190917,1,FINAL,WD
69617-1111100-0,20190917,1,FINAL,WD
6960827-1111100-27,20190917,1,FINAL Grossmont College,WD
6960931-1111100-31,20190917,1,FINAL High Tech High School,WD
6960929-1111100-29,20190917,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20190917,1,FINAL Southwestern College,WD
69687-1111100-0,20190917,1,PRODUCTION,WD
6968715-1111100-15,20190917,1,PRODUCTION SD Mesa College,WD
69619-1111100-0,20190918,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20190918,1,Coronado Ferry Commuter Trips,WD
62112,20190918,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20190918,1,FINAL,WD
69607-1111100-0,20190918,1,FINAL,WD
69612-1111100-0,20190918,1,FINAL,WD
69609-1111100-0,20190918,1,FINAL,WD
69616-1111100-0,20190918,1,FINAL,WD
69617-1111100-0,20190918,1,FINAL,WD
6960827-1111100-27,20190918,1,FINAL Grossmont College,WD
6960931-1111100-31,20190918,1,FINAL High Tech High School,WD
6960929-1111100-29,20190918,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20190918,1,FINAL Southwestern College,WD
69687-1111100-0,20190918,1,PRODUCTION,WD
6968715-1111100-15,20190918,1,PRODUCTION SD Mesa College,WD
69619-1111100-0,20190919,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20190919,1,Coronado Ferry Commuter Trips,WD
62112,20190919,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20190919,1,FINAL,WD
69607-1111100-0,20190919,1,FINAL,WD
69612-1111100-0,20190919,1,FINAL,WD
69609-1111100-0,20190919,1,FINAL,WD
69616-1111100-0,20190919,1,FINAL,WD
69617-1111100-0,20190919,1,FINAL,WD
6960827-1111100-27,20190919,1,FINAL Grossmont College,WD
6960931-1111100-31,20190919,1,FINAL High Tech High School,WD
6961711-1111100-11,20190919,1,FINAL Rural 892,WD
6960929-1111100-29,20190919,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20190919,1,FINAL Southwestern College,WD
69687-1111100-0,20190919,1,PRODUCTION,WD
6968715-1111100-15,20190919,1,PRODUCTION SD Mesa College,WD
69619-1111100-0,20190920,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20190920,1,Coronado Ferry Commuter Trips,WD
62113,20190920,1,Coronado Ferry FRI-SAT,WD
69608-1111100-0,20190920,1,FINAL,WD
69607-1111100-0,20190920,1,FINAL,WD
69612-1111100-0,20190920,1,FINAL,WD
69609-1111100-0,20190920,1,FINAL,WD
69616-1111100-0,20190920,1,FINAL,WD
69617-1111100-0,20190920,1,FINAL,WD
6960827-1111100-27,20190920,1,FINAL Grossmont College,WD
6960931-1111100-31,20190920,1,FINAL High Tech High School,WD
696177-1111100-7,20190920,1,FINAL Rural 888,WD
696179-1111100-9,20190920,1,FINAL Rural 891,WD
6960919-1111100-19,20190920,1,FINAL Southwestern College,WD
69687-1111100-0,20190920,1,PRODUCTION,WD
6968715-1111100-15,20190920,1,PRODUCTION SD Mesa College,WD
69620-0000010-0,20190921,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,SA
62113,20190921,1,Coronado Ferry FRI-SAT,WD
69610-0000010-0,20190921,1,FINAL,SA
69614-0000010-0,20190921,1,FINAL,SA
69611-0000010-0,20190921,1,FINAL,SA
69689-0000010-0,20190921,1,PRODUCTION,SA
69621-0000001-0,20190922,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,SU
62112,20190922,1,Coronado Ferry SUN-THU,WD
69615-0000001-0,20190922,1,FINAL,SU
69613-0000001-0,20190922,1,FINAL,SU
69690-0000001-0,20190922,1,PRODUCTION,SU
69619-1111100-0,20190923,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20190923,1,Coronado Ferry Commuter Trips,WD
62112,20190923,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20190923,1,FINAL,WD
69607-1111100-0,20190923,1,FINAL,WD
69612-1111100-0,20190923,1,FINAL,WD
69609-1111100-0,20190923,1,FINAL,WD
69616-1111100-0,20190923,1,FINAL,WD
69617-1111100-0,20190923,1,FINAL,WD
6960827-1111100-27,20190923,1,FINAL Grossmont College,WD
696177-1111100-7,20190923,1,FINAL Rural 888,WD
6960919-1111100-19,20190923,1,FINAL Southwestern College,WD
69687-1111100-0,20190923,1,PRODUCTION,WD
6968715-1111100-15,20190923,1,PRODUCTION SD Mesa College,WD
69619-1111100-0,20190924,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20190924,1,Coronado Ferry Commuter Trips,WD
62112,20190924,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20190924,1,FINAL,WD
69607-1111100-0,20190924,1,FINAL,WD
69612-1111100-0,20190924,1,FINAL,WD
69609-1111100-0,20190924,1,FINAL,WD
69616-1111100-0,20190924,1,FINAL,WD
69617-1111100-0,20190924,1,FINAL,WD
6960827-1111100-27,20190924,1,FINAL Grossmont College,WD
6960931-1111100-31,20190924,1,FINAL High Tech High School,WD
6960919-1111100-19,20190924,1,FINAL Southwestern College,WD
69687-1111100-0,20190924,1,PRODUCTION,WD
6968715-1111100-15,20190924,1,PRODUCTION SD Mesa College,WD
69619-1111100-0,20190925,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20190925,1,Coronado Ferry Commuter Trips,WD
62112,20190925,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20190925,1,FINAL,WD
69607-1111100-0,20190925,1,FINAL,WD
69612-1111100-0,20190925,1,FINAL,WD
69609-1111100-0,20190925,1,FINAL,WD
69616-1111100-0,20190925,1,FINAL,WD
69617-1111100-0,20190925,1,FINAL,WD
6960827-1111100-27,20190925,1,FINAL Grossmont College,WD
6960931-1111100-31,20190925,1,FINAL High Tech High School,WD
6960919-1111100-19,20190925,1,FINAL Southwestern College,WD
69687-1111100-0,20190925,1,PRODUCTION,WD
6968715-1111100-15,20190925,1,PRODUCTION SD Mesa College,WD
69619-1111100-0,20190926,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20190926,1,Coronado Ferry Commuter Trips,WD
62112,20190926,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20190926,1,FINAL,WD
69607-1111100-0,20190926,1,FINAL,WD
69612-1111100-0,20190926,1,FINAL,WD
69609-1111100-0,20190926,1,FINAL,WD
69616-1111100-0,20190926,1,FINAL,WD
69617-1111100-0,20190926,1,FINAL,WD
6960827-1111100-27,20190926,1,FINAL Grossmont College,WD
6960931-1111100-31,20190926,1,FINAL High Tech High School,WD
6961711-1111100-11,20190926,1,FINAL Rural 892,WD
6960919-1111100-19,20190926,1,FINAL Southwestern College,WD
69687-1111100-0,20190926,1,PRODUCTION,WD
6968715-1111100-15,20190926,1,PRODUCTION SD Mesa College,WD
6968721-1111100-21,20190926,1,PRODUCTION UCSD,WD
69619-1111100-0,20190927,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20190927,1,Coronado Ferry Commuter Trips,WD
62113,20190927,1,Coronado Ferry FRI-SAT,WD
69608-1111100-0,20190927,1,FINAL,WD
69607-1111100-0,20190927,1,FINAL,WD
69612-1111100-0,20190927,1,FINAL,WD
69609-1111100-0,20190927,1,FINAL,WD
69616-1111100-0,20190927,1,FINAL,WD
69617-1111100-0,20190927,1,FINAL,WD
6960827-1111100-27,20190927,1,FINAL Grossmont College,WD
6960931-1111100-31,20190927,1,FINAL High Tech High School,WD
696177-1111100-7,20190927,1,FINAL Rural 888,WD
696179-1111100-9,20190927,1,FINAL Rural 891,WD
6960919-1111100-19,20190927,1,FINAL Southwestern College,WD
69687-1111100-0,20190927,1,PRODUCTION,WD
6968715-1111100-15,20190927,1,PRODUCTION SD Mesa College,WD
6968721-1111100-21,20190927,1,PRODUCTION UCSD,WD
69620-0000010-0,20190928,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,SA
62113,20190928,1,Coronado Ferry FRI-SAT,WD
69610-0000010-0,20190928,1,FINAL,SA
69614-0000010-0,20190928,1,FINAL,SA
69611-0000010-0,20190928,1,FINAL,SA
69689-0000010-0,20190928,1,PRODUCTION,SA
69621-0000001-0,20190929,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,SU
62112,20190929,1,Coronado Ferry SUN-THU,WD
69615-0000001-0,20190929,1,FINAL,SU
69613-0000001-0,20190929,1,FINAL,SU
69690-0000001-0,20190929,1,PRODUCTION,SU
69619-1111100-0,20190930,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20190930,1,Coronado Ferry Commuter Trips,WD
62112,20190930,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20190930,1,FINAL,WD
69607-1111100-0,20190930,1,FINAL,WD
69612-1111100-0,20190930,1,FINAL,WD
69609-1111100-0,20190930,1,FINAL,WD
69616-1111100-0,20190930,1,FINAL,WD
69617-1111100-0,20190930,1,FINAL,WD
6960827-1111100-27,20190930,1,FINAL Grossmont College,WD
6960931-1111100-31,20190930,1,FINAL High Tech High School,WD
696177-1111100-7,20190930,1,FINAL Rural 888,WD
6960919-1111100-19,20190930,1,FINAL Southwestern College,WD
69687-1111100-0,20190930,1,PRODUCTION,WD
6968715-1111100-15,20190930,1,PRODUCTION SD Mesa College,WD
6968721-1111100-21,20190930,1,PRODUCTION UCSD,WD
69619-1111100-0,20191001,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20191001,1,Coronado Ferry Commuter Trips,WD
62112,20191001,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20191001,1,FINAL,WD
69607-1111100-0,20191001,1,FINAL,WD
69612-1111100-0,20191001,1,FINAL,WD
69609-1111100-0,20191001,1,FINAL,WD
69616-1111100-0,20191001,1,FINAL,WD
69617-1111100-0,20191001,1,FINAL,WD
6960827-1111100-27,20191001,1,FINAL Grossmont College,WD
6960931-1111100-31,20191001,1,FINAL High Tech High School,WD
6960919-1111100-19,20191001,1,FINAL Southwestern College,WD
69687-1111100-0,20191001,1,PRODUCTION,WD
6968715-1111100-15,20191001,1,PRODUCTION SD Mesa College,WD
6968721-1111100-21,20191001,1,PRODUCTION UCSD,WD
69619-1111100-0,20191002,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20191002,1,Coronado Ferry Commuter Trips,WD
62112,20191002,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20191002,1,FINAL,WD
69607-1111100-0,20191002,1,FINAL,WD
69612-1111100-0,20191002,1,FINAL,WD
69609-1111100-0,20191002,1,FINAL,WD
69616-1111100-0,20191002,1,FINAL,WD
69617-1111100-0,20191002,1,FINAL,WD
6960827-1111100-27,20191002,1,FINAL Grossmont College,WD
6960931-1111100-31,20191002,1,FINAL High Tech High School,WD
6960919-1111100-19,20191002,1,FINAL Southwestern College,WD
69687-1111100-0,20191002,1,PRODUCTION,WD
6968715-1111100-15,20191002,1,PRODUCTION SD Mesa College,WD
6968721-1111100-21,20191002,1,PRODUCTION UCSD,WD
69619-1111100-0,20191003,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20191003,1,Coronado Ferry Commuter Trips,WD
62112,20191003,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20191003,1,FINAL,WD
69607-1111100-0,20191003,1,FINAL,WD
69612-1111100-0,20191003,1,FINAL,WD
69609-1111100-0,20191003,1,FINAL,WD
69616-1111100-0,20191003,1,FINAL,WD
69617-1111100-0,20191003,1,FINAL,WD
6960827-1111100-27,20191003,1,FINAL Grossmont College,WD
6960931-1111100-31,20191003,1,FINAL High Tech High School,WD
6961711-1111100-11,20191003,1,FINAL Rural 892,WD
6960919-1111100-19,20191003,1,FINAL Southwestern College,WD
69687-1111100-0,20191003,1,PRODUCTION,WD
6968715-1111100-15,20191003,1,PRODUCTION SD Mesa College,WD
6968721-1111100-21,20191003,1,PRODUCTION UCSD,WD
69619-1111100-0,20191004,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20191004,1,Coronado Ferry Commuter Trips,WD
62113,20191004,1,Coronado Ferry FRI-SAT,WD
69608-1111100-0,20191004,1,FINAL,WD
69607-1111100-0,20191004,1,FINAL,WD
69612-1111100-0,20191004,1,FINAL,WD
69609-1111100-0,20191004,1,FINAL,WD
69616-1111100-0,20191004,1,FINAL,WD
69617-1111100-0,20191004,1,FINAL,WD
6960827-1111100-27,20191004,1,FINAL Grossmont College,WD
6960931-1111100-31,20191004,1,FINAL High Tech High School,WD
696177-1111100-7,20191004,1,FINAL Rural 888,WD
696179-1111100-9,20191004,1,FINAL Rural 891,WD
6960919-1111100-19,20191004,1,FINAL Southwestern College,WD
69687-1111100-0,20191004,1,PRODUCTION,WD
6968715-1111100-15,20191004,1,PRODUCTION SD Mesa College,WD
6968721-1111100-21,20191004,1,PRODUCTION UCSD,WD
69620-0000010-0,20191005,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,SA
62113,20191005,1,Coronado Ferry FRI-SAT,WD
69610-0000010-0,20191005,1,FINAL,SA
69614-0000010-0,20191005,1,FINAL,SA
69611-0000010-0,20191005,1,FINAL,SA
69689-0000010-0,20191005,1,PRODUCTION,SA
69621-0000001-0,20191006,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,SU
62112,20191006,1,Coronado Ferry SUN-THU,WD
69615-0000001-0,20191006,1,FINAL,SU
69613-0000001-0,20191006,1,FINAL,SU
69690-0000001-0,20191006,1,PRODUCTION,SU
69619-1111100-0,20191007,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20191007,1,Coronado Ferry Commuter Trips,WD
62112,20191007,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20191007,1,FINAL,WD
69607-1111100-0,20191007,1,FINAL,WD
69612-1111100-0,20191007,1,FINAL,WD
69609-1111100-0,20191007,1,FINAL,WD
69616-1111100-0,20191007,1,FINAL,WD
69617-1111100-0,20191007,1,FINAL,WD
6960827-1111100-27,20191007,1,FINAL Grossmont College,WD
6960931-1111100-31,20191007,1,FINAL High Tech High School,WD
696177-1111100-7,20191007,1,FINAL Rural 888,WD
6960919-1111100-19,20191007,1,FINAL Southwestern College,WD
69687-1111100-0,20191007,1,PRODUCTION,WD
6968715-1111100-15,20191007,1,PRODUCTION SD Mesa College,WD
6968721-1111100-21,20191007,1,PRODUCTION UCSD,WD
69619-1111100-0,20191008,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20191008,1,Coronado Ferry Commuter Trips,WD
62112,20191008,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20191008,1,FINAL,WD
69607-1111100-0,20191008,1,FINAL,WD
69612-1111100-0,20191008,1,FINAL,WD
69609-1111100-0,20191008,1,FINAL,WD
69616-1111100-0,20191008,1,FINAL,WD
69617-1111100-0,20191008,1,FINAL,WD
6960827-1111100-27,20191008,1,FINAL Grossmont College,WD
6960919-1111100-19,20191008,1,FINAL Southwestern College,WD
69687-1111100-0,20191008,1,PRODUCTION,WD
6968715-1111100-15,20191008,1,PRODUCTION SD Mesa College,WD
6968721-1111100-21,20191008,1,PRODUCTION UCSD,WD
69619-1111100-0,20191009,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20191009,1,Coronado Ferry Commuter Trips,WD
62112,20191009,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20191009,1,FINAL,WD
69607-1111100-0,20191009,1,FINAL,WD
69612-1111100-0,20191009,1,FINAL,WD
69609-1111100-0,20191009,1,FINAL,WD
69616-1111100-0,20191009,1,FINAL,WD
69617-1111100-0,20191009,1,FINAL,WD
6960827-1111100-27,20191009,1,FINAL Grossmont College,WD
6960929-1111100-29,20191009,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20191009,1,FINAL Southwestern College,WD
69687-1111100-0,20191009,1,PRODUCTION,WD
6968715-1111100-15,20191009,1,PRODUCTION SD Mesa College,WD
6968721-1111100-21,20191009,1,PRODUCTION UCSD,WD
69619-1111100-0,20191010,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20191010,1,Coronado Ferry Commuter Trips,WD
62112,20191010,1,Coronado Ferry SUN-THU,WD
69608-1111100-0,20191010,1,FINAL,WD
69607-1111100-0,20191010,1,FINAL,WD
69612-1111100-0,20191010,1,FINAL,WD
69609-1111100-0,20191010,1,FINAL,WD
69616-1111100-0,20191010,1,FINAL,WD
69617-1111100-0,20191010,1,FINAL,WD
6960827-1111100-27,20191010,1,FINAL Grossmont College,WD
6961711-1111100-11,20191010,1,FINAL Rural 892,WD
6960929-1111100-29,20191010,1,FINAL San Ysidro High School,WD
6960919-1111100-19,20191010,1,FINAL Southwestern College,WD
69687-1111100-0,20191010,1,PRODUCTION,WD
6968715-1111100-15,20191010,1,PRODUCTION SD Mesa College,WD
6968721-1111100-21,20191010,1,PRODUCTION UCSD,WD
69619-1111100-0,20191011,1,#112A + 530 cut at Gillespie // Added Santee Shuttle,WD
962112,20191011,1,Coronado Ferry Commuter Trips,WD
62113,20191011,1,Coronado Ferry FRI-SAT,WD
69608-1111100-0,20191011,1,FINAL,WD
69607-1111100-0,20191011,1,FINAL,WD
