,distance metric
105,0.00024903310661773305
106,0.00024903310661773305
107,0.00024903310661773305
108,0.00024903310661773305
109,0.00024903310661773305
110,0.00024903310661773305
111,0.00024903310661773305
112,0.00024903310661773305
113,0.00024903310661773305
114,0.00024903310661773305
115,0.00024903310661773305
116,0.00024903310661773305
117,0.00024903310661773305
118,0.00024903310661773305
119,0.00024903310661773305
120,0.00024903310661773305
121,0.00024903310661773305
122,0.00024903310661773305
123,0.00024903310661773305
124,0.00024903310661773305
125,0.00024903310661773305
126,0.00024903310661773305
127,0.00024903310661773305
128,0.00024903310661773305
129,0.00024903310661773305
130,0.00024903310661773305
131,0.00024903310661773305
132,0.00010957872925143642
133,0.00010957872925143642
134,0.00010957872925143642
135,0.00010957872925143642
136,0.00010957872925143642
137,0.00010957872925143642
138,0.00010957872925143642
139,0.00010957872925143642
140,0.00010957872925143642
141,0.00010957872925143642
142,0.00010957872925143642
143,0.00010957872925143642
144,0.00010957872925143642
145,0.00010957872925143642
146,0.00010957872925143642
147,0.00011852199332722761
148,0.00011852199332722761
149,0.00011852199332722761
150,0.00011852199332722761
151,0.00011852199332722761
152,0.00011852199332722761
153,0.00011852199332722761
154,0.00011852199332722761
155,0.00011852199332722761
156,0.00011852199332722761
157,0.00011852199332722761
158,0.00011852199332722761
159,0.00011852199332722761
160,0.00011852199332722761
161,0.00011852199332722761
162,0.00011852199332722761
163,0.00011852199332722761
164,0.00011852199332722761
165,0.00011852199332722761
166,0.00011852199332722761
167,0.00011852199332722761
168,0.00011852199332722761
169,0.00011852199332722761
170,0.00011852199332722761
171,0.00011852199332722761
172,0.00011852199332722761
173,0.00011852199332722761
174,0.00011852199332722761
175,0.00011852199332722761
176,0.00011852199332722761
177,0.00011852199332722761
178,0.00011852199332722761
179,0.00011852199332722761
180,0.00011852199332722761
181,0.00011852199332722761
182,0.00011852199332722761
183,0.00011852199332722761
184,0.00011852199332722761
185,0.00011852199332722761
186,0.00011852199332722761
187,0.00011852199332722761
188,0.00011852199332722761
189,0.00011852199332722761
190,0.00011852199332722761
191,0.00011852199332722761
192,0.00011852199332722761
193,0.00011852199332722761
194,0.00011852199332722761
195,0.00011852199332722761
196,0.00011852199332722761
197,0.00011852199332722761
198,0.00011852199332722761
199,0.00011852199332722761
200,0.00011852199332722761
201,0.00011852199332722761
202,0.00011852199332722761
203,0.00011852199332722761
204,0.00011852199332722761
205,0.00011852199332722761
206,0.00011852199332722761
207,0.00011852199332722761
208,0.00011852199332722761
209,0.00011852199332722761
210,0.00011852199332722761
211,0.00011852199332722761
212,0.00011852199332722761
213,0.00011852199332722761
214,0.00011852199332722761
215,0.00011852199332722761
216,0.00011852199332722761
217,0.00011852199332722761
218,0.00011852199332722761
219,0.00011852199332722761
220,0.00011852199332722761
221,0.00011852199332722761
222,0.00011852199332722761
223,0.00011852199332722761
224,0.00011852199332722761
225,0.00011852199332722761
226,0.00011852199332722761
227,0.00011852199332722761
228,0.00011852199332722761
229,0.00011852199332722761
230,0.00011852199332722761
231,0.00011852199332722761
232,0.00011852199332722761
233,0.00011852199332722761
234,0.00011852199332722761
235,0.00011852199332722761
236,0.00011852199332722761
237,0.00011852199332722761
238,0.00011852199332722761
239,0.00011852199332722761
240,0.00011852199332722761
241,0.00011852199332722761
242,0.00011852199332722761
243,0.00011852199332722761
244,0.00011852199332722761
245,0.00011852199332722761
246,0.00011852199332722761
247,0.00011852199332722761
248,0.00011852199332722761
249,0.00011852199332722761
250,0.00011852199332722761
251,0.00011852199332722761
252,0.00011852199332722761
253,0.00011852199332722761
254,0.00011852199332722761
255,0.00011852199332722761
256,0.00011852199332722761
257,0.00011852199332722761
258,0.00011852199332722761
259,0.00011852199332722761
260,0.00011852199332722761
261,0.00011852199332722761
262,0.00011852199332722761
263,0.00011852199332722761
264,0.00011852199332722761
265,0.00011852199332722761
266,0.00011852199332722761
267,0.00011852199332722761
268,0.00011852199332722761
269,0.00011852199332722761
270,0.00011852199332722761
271,0.00011852199332722761
272,0.00011852199332722761
273,0.00011852199332722761
274,0.00011852199332722761
275,0.00011852199332722761
276,0.00011852199332722761
277,0.00011852199332722761
278,0.00011852199332722761
279,0.00011852199332722761
280,0.00011852199332722761
281,0.00011852199332722761
282,0.00011852199332722761
283,0.00011852199332722761
284,0.00011852199332722761
285,0.00011852199332722761
286,0.00011852199332722761
287,0.00011852199332722761
288,0.00011852199332722761
289,0.00011852199332722761
290,0.00011852199332722761
291,0.00011852199332722761
292,0.00011852199332722761
293,0.00011852199332722761
294,0.00011852199332722761
295,0.00011852199332722761
296,0.00011852199332722761
297,0.00011852199332722761
298,0.00011852199332722761
299,0.00011852199332722761
300,0.00011852199332722761
301,0.00011852199332722761
302,0.00011852199332722761
303,0.00011852199332722761
304,0.00011852199332722761
305,0.00011852199332722761
306,0.00011852199332722761
307,0.00011852199332722761
308,0.00011852199332722761
309,0.00011852199332722761
310,0.00011852199332722761
311,0.00011852199332722761
312,0.00011852199332722761
313,0.00011852199332722761
314,0.00011852199332722761
315,0.00011852199332722761
316,0.00011852199332722761
317,0.00011852199332722761
318,0.00011852199332722761
319,0.00011852199332722761
320,0.00011852199332722761
321,0.00011852199332722761
322,0.00011852199332722761
323,0.00011852199332722761
324,0.00011852199332722761
325,0.00011852199332722761
326,0.00011852199332722761
327,0.00011852199332722761
328,0.00011852199332722761
329,0.00011852199332722761
330,0.00011852199332722761
331,0.00011852199332722761
332,0.00011852199332722761
333,0.00011852199332722761
334,0.00011852199332722761
335,0.00011852199332722761
336,0.00011852199332722761
337,0.00011852199332722761
338,0.00011852199332722761
339,0.00011852199332722761
340,0.00011852199332722761
341,0.00011852199332722761
342,0.00011852199332722761
343,0.00011852199332722761
344,0.00011852199332722761
345,0.00011852199332722761
346,0.00011852199332722761
347,0.00011852199332722761
348,0.00011852199332722761
349,0.00011852199332722761
350,0.00011852199332722761
351,0.00011852199332722761
352,0.00011852199332722761
353,0.00011852199332722761
354,0.00011852199332722761
355,0.00011852199332722761
356,0.00011852199332722761
357,0.00011852199332722761
358,0.00011852199332722761
359,0.00011852199332722761
360,0.00011852199332722761
361,0.00011852199332722761
362,0.00011852199332722761
363,0.00011852199332722761
364,0.00011852199332722761
365,0.00011852199332722761
366,0.00011852199332722761
367,0.00011852199332722761
368,0.00011852199332722761
369,0.00011852199332722761
370,0.00011852199332722761
371,0.00011852199332722761
372,0.00011852199332722761
373,0.00011852199332722761
374,0.00011852199332722761
375,0.00011852199332722761
376,0.00011852199332722761
377,0.00011852199332722761
378,0.00011852199332722761
379,0.00011852199332722761
380,0.00011852199332722761
381,0.00011852199332722761
382,0.00011852199332722761
383,0.00011852199332722761
384,0.00011852199332722761
385,0.00011852199332722761
386,0.00011852199332722761
387,0.00011852199332722761
388,0.00011852199332722761
389,0.00011852199332722761
390,0.00011852199332722761
391,0.00011852199332722761
392,0.00011852199332722761
393,0.00011852199332722761
394,0.00011852199332722761
395,0.00011852199332722761
396,0.00011852199332722761
397,0.00011852199332722761
398,0.00011852199332722761
399,0.00011852199332722761
400,0.00011852199332722761
401,0.00011852199332722761
402,0.00011852199332722761
403,0.00011852199332722761
404,0.00011852199332722761
405,0.00011852199332722761
406,0.00011852199332722761
407,0.00011852199332722761
408,0.00011852199332722761
409,0.00011852199332722761
410,0.00011852199332722761
411,0.00011852199332722761
412,0.00011852199332722761
413,0.00011852199332722761
414,0.00011852199332722761
415,0.00011852199332722761
416,0.00011852199332722761
417,0.00011852199332722761
418,0.00011852199332722761
419,0.00011852199332722761
420,0.00011852199332722761
421,0.00011852199332722761
422,0.00011852199332722761
423,0.00011852199332722761
424,0.00011852199332722761
425,0.00011852199332722761
426,0.00011852199332722761
427,0.00011852199332722761
428,0.00011852199332722761
429,0.00011852199332722761
430,0.00011852199332722761
431,0.00011852199332722761
432,0.00011852199332722761
433,0.00011852199332722761
434,0.00011852199332722761
435,0.00011852199332722761
436,0.00011852199332722761
437,0.00011852199332722761
438,0.00011852199332722761
439,0.00011852199332722761
440,0.00011852199332722761
441,0.00010642077518619746
442,0.00010642077518619746
443,0.00010642077518619746
444,0.00010642077518619746
445,0.00010642077518619746
446,0.00010642077518619746
447,0.00010642077518619746
448,0.00010642077518619746
449,0.00010642077518619746
450,0.00010642077518619746
451,0.00010642077518619746
452,0.00010642077518619746
453,0.00010642077518619746
454,0.00010642077518619746
455,0.00010642077518619746
456,0.00010642077518619746
457,0.00010642077518619746
458,0.00010642077518619746
459,0.00010642077518619746
460,0.0002228606611256353
461,0.0002228606611256353
462,0.0002228606611256353
463,0.0002228606611256353
464,0.0002228606611256353
465,0.0002228606611256353
466,0.0002228606611256353
467,0.0002228606611256353
468,0.0002228606611256353
469,0.0002228606611256353
470,0.0002228606611256353
471,0.0002228606611256353
472,0.0002228606611256353
473,0.0002228606611256353
474,0.0002228606611256353
475,0.0002228606611256353
476,0.0002228606611256353
477,0.0002228606611256353
478,0.0002228606611256353
479,0.0002228606611256353
480,0.0002228606611256353
481,0.0002228606611256353
482,0.0002228606611256353
483,0.0002228606611256353
484,0.0002228606611256353
485,0.0002228606611256353
486,0.0002228606611256353
487,0.0002228606611256353
488,0.0002228606611256353
489,0.0002228606611256353
490,0.0002228606611256353
491,0.0002228606611256353
492,0.0002228606611256353
493,0.0002228606611256353
494,0.0002228606611256353
495,0.0002228606611256353
496,0.0002228606611256353
497,0.0002228606611256353
498,0.0002228606611256353
499,0.0002228606611256353
500,0.0002228606611256353
501,0.0002228606611256353
502,0.0002228606611256353
503,0.0002228606611256353
504,0.0002228606611256353
505,0.0002228606611256353
506,0.0002228606611256353
507,0.0002228606611256353
508,0.00017174380642905548
509,0.00017174380642905548
510,0.00017174380642905548
511,0.00017174380642905548
512,0.00017174380642905548
513,0.00017174380642905548
514,0.00017174380642905548
515,0.00017174380642905548
516,0.00017174380642905548
517,0.00017174380642905548
518,0.00017174380642905548
519,0.00017174380642905548
520,0.00017174380642905548
521,0.00017174380642905548
522,0.00017174380642905548
523,0.00017174380642905548
524,0.00017174380642905548
525,0.00017174380642905548
526,0.00017174380642905548
527,0.00017174380642905548
528,0.00017174380642905548
529,0.00017174380642905548
530,0.00017174380642905548
531,0.00017174380642905548
532,0.00017174380642905548
533,0.00017174380642905548
534,0.00017174380642905548
535,0.00017174380642905548
536,0.00017174380642905548
537,0.00017174380642905548
538,0.00017174380642905548
539,0.00017174380642905548
540,0.00017174380642905548
541,0.00017174380642905548
542,0.00017174380642905548
543,0.00017174380642905548
544,0.00017174380642905548
545,0.00017174380642905548
546,0.00017174380642905548
547,0.00017174380642905548
548,0.00017174380642905548
549,0.00017174380642905548
550,0.00017174380642905548
551,0.00011514040633400134
552,0.00011514040633400134
553,0.00011514040633400134
554,0.00011514040633400134
555,0.00011514040633400134
556,0.00011514040633400134
557,0.00011514040633400134
558,0.00011514040633400134
559,0.00011514040633400134
560,0.00011514040633400134
561,0.00011514040633400134
562,0.00011514040633400134
563,0.00011514040633400134
564,0.00011514040633400134
565,0.00011514040633400134
566,0.00011514040633400134
567,0.00011514040633400134
568,0.00011514040633400134
569,0.00011514040633400134
570,0.00011514040633400134
571,0.00011514040633400134
572,0.00011514040633400134
573,0.00011514040633400134
574,0.00011514040633400134
575,0.00011514040633400134
576,0.00011514040633400134
577,0.00011514040633400134
578,0.00011514040633400134
579,0.00011514040633400134
580,0.00011514040633400134
581,0.00011514040633400134
582,0.00011514040633400134
583,0.00011514040633400134
584,0.00011514040633400134
585,0.00011514040633400134
586,0.00011514040633400134
587,0.00011514040633400134
588,0.00011514040633400134
589,0.00011514040633400134
590,0.00011514040633400134
591,0.00011514040633400134
592,0.00011514040633400134
593,0.00011514040633400134
594,0.00011514040633400134
595,0.00011514040633400134
596,0.00011514040633400134
597,0.00011514040633400134
598,0.00011514040633400134
599,0.00011514040633400134
600,0.00011514040633400134
601,0.00011514040633400134
602,0.00011514040633400134
603,0.00011514040633400134
604,0.00011514040633400134
605,0.00011514040633400134
606,0.00011514040633400134
607,0.00011514040633400134
608,0.00011514040633400134
609,0.00011514040633400134
610,0.00011514040633400134
611,0.00011514040633400134
612,0.00011514040633400134
613,0.00011514040633400134
614,0.00011514040633400134
615,0.00011514040633400134
616,0.00011514040633400134
617,0.00011514040633400134
618,0.00011514040633400134
619,0.00011514040633400134
620,0.00011514040633400134
621,0.00011514040633400134
622,0.00011514040633400134
623,0.00011514040633400134
624,0.00011514040633400134
625,0.00011514040633400134
626,0.00011514040633400134
627,0.00011514040633400134
628,0.00011514040633400134
629,0.00011514040633400134
630,0.00011514040633400134
631,0.00011514040633400134
632,0.00011514040633400134
633,0.00011514040633400134
634,0.00011514040633400134
635,0.00011514040633400134
636,0.00011514040633400134
637,0.00011514040633400134
638,0.00011514040633400134
639,0.00011514040633400134
640,0.00011514040633400134
641,0.00011514040633400134
642,0.00011514040633400134
643,0.00011514040633400134
644,0.00011514040633400134
645,0.00011514040633400134
646,0.00011514040633400134
647,0.00011514040633400134
648,0.00011514040633400134
649,0.00011514040633400134
650,0.00011514040633400134
651,0.00011514040633400134
652,0.00011514040633400134
653,0.00011514040633400134
654,0.00011514040633400134
655,0.00011514040633400134
656,0.00011514040633400134
657,0.00011514040633400134
658,0.00011514040633400134
659,0.00011514040633400134
660,0.00011514040633400134
661,0.00011514040633400134
662,0.00011514040633400134
663,0.00011514040633400134
664,0.00011514040633400134
665,0.00011514040633400134
666,0.00011514040633400134
667,0.00011514040633400134
668,0.00011514040633400134
669,0.00011514040633400134
670,0.00011514040633400134
671,0.00011514040633400134
672,0.00016748155442144062
673,0.00016748155442144062
674,0.00016748155442144062
675,0.00016748155442144062
676,0.00016748155442144062
677,0.00016748155442144062
678,0.00016748155442144062
679,0.00016748155442144062
680,0.00016748155442144062
681,0.00016748155442144062
682,0.00016748155442144062
683,0.00016748155442144062
684,0.00016748155442144062
685,0.00016748155442144062
686,0.00016748155442144062
687,0.00016748155442144062
688,0.00016748155442144062
689,0.00016748155442144062
690,0.00016748155442144062
691,0.00016748155442144062
692,0.00016748155442144062
693,0.00016748155442144062
694,0.00016748155442144062
695,0.00016748155442144062
696,0.00016748155442144062
697,0.00016748155442144062
698,0.00016748155442144062
699,0.00016748155442144062
700,0.00016748155442144062
701,0.00016748155442144062
702,0.00016748155442144062
703,0.00016748155442144062
704,0.00016748155442144062
705,0.00016748155442144062
706,0.00016748155442144062
707,0.00016748155442144062
708,0.00016748155442144062
709,0.00016748155442144062
710,0.00016748155442144062
711,0.00016748155442144062
712,0.00016748155442144062
713,0.00016748155442144062
714,0.00016748155442144062
715,0.00016748155442144062
716,0.00016748155442144062
717,0.00016748155442144062
718,0.00016748155442144062
719,0.00016748155442144062
720,0.00016748155442144062
721,0.00016748155442144062
722,0.00016748155442144062
723,0.00016748155442144062
724,0.00016748155442144062
725,0.00016748155442144062
726,0.00016748155442144062
727,0.00016748155442144062
728,0.00016748155442144062
729,0.00016748155442144062
730,0.00016748155442144062
731,0.00016748155442144062
732,0.00016748155442144062
733,0.00016748155442144062
734,0.00016748155442144062
735,0.00016748155442144062
736,0.00016748155442144062
737,0.00016748155442144062
738,0.00016748155442144062
739,0.00016748155442144062
740,0.00016748155442144062
741,0.00016748155442144062
742,0.00016748155442144062
743,0.00016748155442144062
744,0.00016748155442144062
745,0.00016748155442144062
746,0.00016748155442144062
747,0.00016748155442144062
748,0.00016748155442144062
749,0.00016748155442144062
750,0.00016748155442144062
751,0.00016748155442144062
752,0.00016748155442144062
753,0.00016748155442144062
754,0.00016748155442144062
755,0.00016748155442144062
756,0.00020467414998538323
757,0.00020467414998538323
758,0.00020467414998538323
759,0.00020467414998538323
760,0.00020467414998538323
761,0.00020467414998538323
762,0.00020467414998538323
763,0.00020467414998538323
764,0.00020467414998538323
765,0.00020467414998538323
766,0.00020467414998538323
767,0.00020467414998538323
768,0.00020467414998538323
769,0.00020467414998538323
770,0.00020467414998538323
771,0.00020467414998538323
772,0.00020467414998538323
773,0.00020467414998538323
774,0.00020467414998538323
775,0.00020467414998538323
776,0.00020467414998538323
777,0.00020467414998538323
778,0.00020467414998538323
779,0.00020467414998538323
780,0.00020467414998538323
781,0.00020467414998538323
782,0.00020467414998538323
783,0.00020467414998538323
784,0.00020467414998538323
785,0.00020467414998538323
786,0.00020467414998538323
787,0.00020467414998538323
788,0.00020467414998538323
789,0.00020467414998538323
790,0.00020467414998538323
791,0.00020467414998538323
792,0.00020467414998538323
793,0.00020467414998538323
794,0.00020467414998538323
795,0.00020467414998538323
796,0.00020467414998538323
797,0.00020467414998538323
798,0.00020467414998538323
799,0.00020467414998538323
800,0.00020467414998538323
801,0.00020467414998538323
802,0.00020467414998538323
803,0.00020467414998538323
804,0.00020467414998538323
805,0.00020467414998538323
806,0.00020467414998538323
807,0.00020467414998538323
808,0.00020467414998538323
809,0.00020467414998538323
810,0.00020467414998538323
811,0.00020467414998538323
812,0.00020467414998538323
813,0.00020467414998538323
814,0.00020467414998538323
815,0.00020467414998538323
816,0.00020467414998538323
817,0.00020467414998538323
818,0.00020467414998538323
819,0.00020467414998538323
820,0.00020467414998538323
821,0.00020467414998538323
822,0.00020467414998538323
823,0.00020467414998538323
824,0.00020467414998538323
825,0.00020467414998538323
826,0.00020467414998538323
827,0.00020467414998538323
828,0.00020467414998538323
829,0.00020467414998538323
830,0.00020467414998538323
831,0.00020467414998538323
832,0.00020467414998538323
833,0.00020467414998538323
834,0.00020467414998538323
835,0.00020467414998538323
836,0.00020467414998538323
837,0.00020467414998538323
838,0.00020467414998538323
839,0.00020467414998538323
840,0.00020467414998538323
841,0.00020467414998538323
842,0.00020467414998538323
843,0.00020467414998538323
844,0.00020467414998538323
845,0.00020467414998538323
846,0.00020467414998538323
847,0.00020467414998538323
848,0.00020467414998538323
849,0.00020467414998538323
850,0.00020467414998538323
851,0.00020467414998538323
852,0.00020467414998538323
853,0.00020467414998538323
854,0.00020467414998538323
855,0.00020467414998538323
856,0.00020467414998538323
857,0.00020467414998538323
858,0.00020467414998538323
859,0.00020467414998538323
860,0.00020467414998538323
861,0.00020467414998538323
862,0.00020467414998538323
863,0.00020467414998538323
864,0.00020467414998538323
865,0.00020467414998538323
866,0.00020467414998538323
867,0.00020467414998538323
868,0.00020467414998538323
869,0.00020467414998538323
870,0.00020467414998538323
871,0.00020467414998538323
872,0.00020467414998538323
873,0.00020467414998538323
874,0.00020467414998538323
875,0.00020467414998538323
876,0.00020467414998538323
877,0.00020467414998538323
878,0.00019940732144801672
879,0.00019940732144801672
880,0.00019940732144801672
881,0.00019940732144801672
882,0.00019940732144801672
883,0.00019940732144801672
884,0.00019940732144801672
885,0.00019940732144801672
886,0.00019940732144801672
887,0.00019940732144801672
888,0.00019940732144801672
889,0.00019940732144801672
890,0.00019940732144801672
891,0.00019940732144801672
892,0.00019940732144801672
893,0.00019940732144801672
894,0.00019940732144801672
895,0.00019940732144801672
896,0.00019940732144801672
897,0.00019940732144801672
898,0.00019940732144801672
899,0.00019940732144801672
900,0.00019940732144801672
901,0.00019940732144801672
902,0.00019940732144801672
903,0.00019940732144801672
904,0.00019940732144801672
905,0.00019940732144801672
906,0.00019940732144801672
907,0.00019940732144801672
908,0.00019940732144801672
909,0.00019940732144801672
910,0.00019940732144801672
911,0.00019940732144801672
912,0.00019940732144801672
913,0.00019940732144801672
914,0.00019940732144801672
915,0.00019940732144801672
916,0.00019940732144801672
917,0.00019940732144801672
918,0.00019940732144801672
919,0.00019940732144801672
920,0.00019940732144801672
921,0.00019940732144801672
922,0.00019940732144801672
923,0.00019940732144801672
924,0.00019940732144801672
925,0.00019940732144801672
926,0.00019940732144801672
927,0.00019940732144801672
928,0.00019940732144801672
929,0.00019940732144801672
930,0.00019940732144801672
931,0.00019940732144801672
932,0.00019940732144801672
933,0.00019940732144801672
934,0.00019940732144801672
935,0.00019940732144801672
936,0.00019940732144801672
937,0.00019940732144801672
938,0.00019940732144801672
939,0.00019940732144801672
940,0.00019940732144801672
941,0.00019940732144801672
942,0.00019940732144801672
943,0.00019940732144801672
944,0.00019940732144801672
945,0.00019940732144801672
946,0.00019940732144801672
947,0.00019940732144801672
948,0.00019940732144801672
949,0.00019940732144801672
950,0.00019940732144801672
951,0.00019940732144801672
952,0.00019940732144801672
953,0.00019940732144801672
954,0.00019940732144801672
955,0.00019940732144801672
956,0.00019940732144801672
957,0.00019940732144801672
958,0.00019940732144801672
959,0.00019940732144801672
960,0.00019940732144801672
961,0.00019940732144801672
962,0.00019940732144801672
963,0.00019940732144801672
964,0.00019940732144801672
965,0.00019940732144801672
966,0.00019940732144801672
967,0.00019940732144801672
968,0.00019940732144801672
969,0.00019940732144801672
970,0.00019940732144801672
971,0.00019940732144801672
972,0.00019940732144801672
973,0.00019940732144801672
974,0.00019940732144801672
975,0.00019940732144801672
976,0.00019940732144801672
977,0.00019940732144801672
978,0.00019940732144801672
979,0.00019940732144801672
980,0.00019940732144801672
981,0.00019940732144801672
982,0.00019940732144801672
983,0.00019940732144801672
984,0.00019940732144801672
985,0.00019940732144801672
986,0.00019940732144801672
987,0.00019940732144801672
988,0.00019940732144801672
989,0.00019940732144801672
990,0.00019940732144801672
991,0.00019940732144801672
992,0.00019940732144801672
993,0.00019940732144801672
994,0.00019940732144801672
995,0.00019940732144801672
996,0.00019940732144801672
997,0.00019940732144801672
998,0.00019940732144801672
999,0.00019940732144801672
1000,0.00019940732144801672
1001,0.00019940732144801672
1002,0.00019940732144801672
1003,0.00019940732144801672
1004,0.00019940732144801672
1005,0.00019940732144801672
1006,0.00019940732144801672
1007,0.00019940732144801672
1008,0.00019940732144801672
1009,0.00019940732144801672
1010,0.00019940732144801672
1011,0.00019940732144801672
1012,0.00019940732144801672
1013,0.00019940732144801672
1014,0.00019940732144801672
1015,0.00019940732144801672
1016,0.00019940732144801672
1017,0.00019940732144801672
1018,0.00019940732144801672
1019,0.00019940732144801672
1020,0.00019940732144801672
1021,0.00019940732144801672
1022,0.00019940732144801672
1023,0.00019940732144801672
1024,0.00019940732144801672
1025,0.00019940732144801672
1026,0.00019940732144801672
1027,0.00019940732144801672
1028,0.00019940732144801672
1029,0.00019940732144801672
1030,0.00019940732144801672
1031,0.00019940732144801672
1032,0.00019940732144801672
1033,0.00019940732144801672
1034,0.00019940732144801672
1035,0.00019940732144801672
1036,0.00019940732144801672
1037,0.00019940732144801672
1038,0.00019940732144801672
1039,0.00019940732144801672
1040,0.00019940732144801672
1041,0.00019940732144801672
1042,0.00019940732144801672
1043,0.00019940732144801672
1044,0.00019940732144801672
1045,0.00019940732144801672
1046,0.00019940732144801672
1047,0.00019940732144801672
1048,0.00019940732144801672
1049,0.00019940732144801672
1050,0.00019940732144801672
1051,0.00019940732144801672
1052,0.00019940732144801672
1053,0.00019940732144801672
1054,0.0001912281228918316
1055,0.0001912281228918316
1056,0.0001912281228918316
1057,0.0001912281228918316
1058,0.0001912281228918316
1059,0.0001912281228918316
1060,0.0001912281228918316
1061,0.0001912281228918316
1062,0.0001912281228918316
1063,0.0001912281228918316
1064,0.0001912281228918316
1065,0.0001912281228918316
1066,0.0001912281228918316
1067,0.0001912281228918316
1068,0.0001912281228918316
1069,0.0001912281228918316
1070,0.0001912281228918316
1071,0.0001912281228918316
1072,0.0001912281228918316
1073,0.0001912281228918316
1074,0.0001912281228918316
1075,0.0001912281228918316
1076,0.0001912281228918316
1077,0.0001912281228918316
1078,0.0001912281228918316
1079,0.0001912281228918316
1080,0.0001912281228918316
1081,0.0001912281228918316
1082,0.0001912281228918316
1083,0.0001912281228918316
1084,0.0001912281228918316
1085,0.0001912281228918316
1086,0.0001912281228918316
1087,0.0001912281228918316
1088,0.0001912281228918316
1089,0.0001912281228918316
1090,0.0001912281228918316
1091,0.0001912281228918316
1092,0.0001912281228918316
1093,0.0001912281228918316
1094,0.0001912281228918316
1095,0.0001912281228918316
1096,0.0001912281228918316
1097,0.0001912281228918316
1098,0.0001912281228918316
1099,0.0001912281228918316
1100,0.0001912281228918316
1101,0.0001912281228918316
1102,0.0001912281228918316
1103,0.0001912281228918316
1104,0.0001912281228918316
1105,0.0001912281228918316
1106,0.0001912281228918316
1107,0.0001912281228918316
1108,0.0001912281228918316
1109,0.0001912281228918316
1110,0.0001912281228918316
1111,0.0001912281228918316
1112,0.0001912281228918316
1113,0.0001912281228918316
1114,0.0001912281228918316
1115,0.0001912281228918316
1116,0.0001912281228918316
1117,0.0001912281228918316
1118,0.0001912281228918316
1119,0.0001912281228918316
1120,0.0001912281228918316
1121,0.0001912281228918316
1122,0.0001912281228918316
1123,0.0001912281228918316
1124,0.0001912281228918316
1125,0.0001912281228918316
1126,0.0001912281228918316
1127,0.0001912281228918316
1128,0.0001912281228918316
1129,0.0001912281228918316
1130,0.0001912281228918316
1131,0.0001912281228918316
1132,0.0001912281228918316
1133,0.0001912281228918316
1134,0.0001912281228918316
1135,0.0001912281228918316
1136,0.0001912281228918316
1137,0.0001912281228918316
1138,0.0001912281228918316
1139,0.0001912281228918316
1140,0.0001912281228918316
1141,0.0001912281228918316
1142,0.0001912281228918316
1143,0.0001912281228918316
1144,0.0001912281228918316
1145,0.0001912281228918316
1146,0.0001912281228918316
1147,0.0001912281228918316
1148,0.0001912281228918316
1149,0.0001912281228918316
1150,0.0001912281228918316
1151,0.0001912281228918316
1152,0.0001912281228918316
1153,0.0001912281228918316
1154,0.0001912281228918316
